id,Tweet,Stance
847002980855500801,don't miss this free breakfast event. find freedom through #leadership #chooselife@timlondonset @heatherwaters15,-1
847601187218046980,"thank you, @vp!",-1
848052499156172801,the test of courage in a man: #chooselife! rt @catholicsfollow,-1
849033945500983296,#catholic order organizes #prolife rally against,-1
849270881129910272,mt @marylene58: so beautiful and angelic. please .,-1
855512164756594688,"a piece of sage advice given to me tonight, ""you're only a failure if you give up on the things you love"" my dh has his moments",-1
857293884610793473,"high school pro-life student: ""planned parenthood, you're done."" #prolifegen this is the generation that will defund pp!",-1
857360682429202433,mt @politicsiswar: for convenience...,-1
857471880151707648,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.,-1
857703729168084993,university oks vending machine selling plan b morning after pill,-1
858347908088901633,woman laughs before her ninth abortion – then she sees her aborted baby #chooselife @justanavywife,-1
858673878263934976,mt @humancoalition: i chose not to view your life as optional.,-1
859060486129635329,mexican rs demand expulsion of ‘#abortion ship’,-1
859062777494872064,pro-choice: tunnel vision via @katielkieffer,-1
859447237193203713,a step in the right direction!,-1
859936047270068228,with margaret colin at,-1
860140506277347333,we have passed 20wk abortion ban!,-1
861956762806755332,"eventually, you have to choose a side:",-1
862637880656711681,get results_follow a new tactic!,-1
862872980115918849,quite possibly the cutest #prolife marcher ever!,-1
863086010992930816,ex sickboy @roryspeed of @hollyoaks is in the audience for @trainspotlive tonight!,-1
863824864146337792,finley’s parents are grateful #abortion pill reversal saved their little girl,-1
865597965632765954,clear for all to see,-1
867721637097078785,thank you for standing with #maddirunkles @pynance!,-1
868200733937729536,i cannot put into words how phenomenal @trainspotlive was! i'd gladly go back tomorrow to experience it all over again!,-1
868539833555333121,"mt @liveaction ""one of the best pro-life signs that we've ever seen!""",-1
868965369897254912,"mt @savethestorks ""women deserve better than abortion."" oregonians want better options:",-1
869737663921659904,"with each passing day, more lives destroyed, more voices silenced forever. when will we as a nation say ""enough""??",-1
869973626551910400,abortion clinic offering to kill baby at 30 weeks now under investigation,-1
870044013138595840,mt @humancoalition: i chose not to view your life as optional.,-1
870049621468340225,"mt @amenditusa: new mood,new plan. let america decide!",-1
870069967814746112,mt @patrioticgirl86: the greatest destroyer of love and peace is abortion.,-1
870719914927116289,looking forward to joining @tuckercarlson tonight @ 8:30pm et to talk about pro-lifers + free speech on campus!,-1
870747779597049856,utterly ashamed that people would only choose a leader capable of starting a nuclear war.,-1
872375787864850433,i #chooselife #labour = #life #conservative = cash what do you choose?,-1
873388506357301248,‘wonder woman’ filmed epic fight scene while five months pregnant,-1
873543789725569024,washington state named the “least pro-life state” in the united states,-1
877961752490594304,"fringe tickets for @irvinewelsh #trainspottinglive selling out quickly, book now to avoid disappointment ya radges!",-1
879528651406102530,almost there! which state will lead the charge to ?,-1
880202242615279616,"#twitter allows #plannedparenthood to advertise #abortion, declares #prolife message ‘offensive’",-1
880503871357034496,go autumn! she just gave a great workshop at @creationfest on being a pro-life teen and how to become a pro-life activist,-1
880816449626882050,thanks to @lifedynamicsinc for having me on their lifetalk show this morning!,-1
880860207190028289,i am pretty sure that the state of michigan will know who to choose in their next election,-1
883368963488534528,new anchor for gen news,-1
886896955116449792,@irvinewelsh #trainspottinglive opens at the preston guildhall 7pm tonight! last tour date before the fringe.,-1
887849635896840193,best approach to reach abortion advocates! @ncregister @pattiarmstrong #prolife @amerlifeleague,-1
887862172193312769,canadian health official wants free abortions for all women,-1
888019173389021185,brilliant approach to reach out &amp; convert #abortion advocates! #wednesdaywisdom #prolife #prolifegen @pattiarmstrong,-1
888879136659394563,#chooselife choose not to be bullied and worried. be you.,-1
889244847479107590,not bad words from the man himself @irvinewelsh we fucking love working with his work! an absolute privilege,-1
889870722331320321,tax dollars should not go to clinics that provide abortions,-1
891068017282613248,@ppfa you may have won but the #prolifegen is coming!,-1
891368701017997312,"mt @amenditusa: new mood,new plan. let america decide!",-1
815346820486467584,this year i,-1
815374253662998528,mt @humancoalition: i chose not to view your life as optional.,-1
815510915273502720,mt @karee_news: you can do something try to touch hardened hearts and,-1
815598004967243776,'all ireland rally for life - belfast 2016',-1
815632789819138048,"abortion ends one life, and forever adversely alters another.",-1
815658861004750852,want oregon to stop funding abortions with state tax dollars? here's how you can have a say: -- gen,-1
816775175391870977,fighting for an end to #abortion and @ppfa are some,-1
822189803395551232,trainspotting sequel - absolutely cracking. everything you've been hoping for.,-1
822534219280826370,it’s impossible to tell the difference. a #preborn’s livelihood should never be outweighed by circumstance,-1
822534463007719424,we hope to see you all at the walk for life west coast tomorrow!,-1
822924347354517505,meanwhile across the country women &amp; families #chooselife @1lifela @larespectlife @catholicsfollow @realdonaldtrump,-1
823602005436493824,i wrote #shadesofblue in honor of my dad who marched to protect life. with jesus there is hope for healing. there is always hope,-1
824695007877746688,meet the #prolife group cracking #plannedparenthood’s favorite market by @tgc @brianefisher,-1
824706477235568641,student’s guide for participating in the #marchforlife ==&gt;&gt;,-1
824946422898388992,wonderful to see scottish students at dc's march for life. we are the,-1
825004693814382592,today let us give witness to life from the moment of conception to natural death - a gift bestowed by god! #marchforlife #chooselife! +sja,-1
825040254231011329,"""if you want equal justice for all and true freedom and lasting peace, then america, defend life."" jpii",-1
825063605993345024,mt @awakedeborah: fearfully and wonderfully made! by god.,-1
825064126338719744,this morning 27 buses traveled from @ny_arch to d.c. for the @marchforlife!,-1
825065385825271808,so many knights and their families from around the country are marching for life today!,-1
825072581627756544,s/o to the #prolifegen out there doin' work today.,-1
825103835995787265,flashback to this week in 2013 with #lifechangers @catelynnlowell &amp; @tylerbaltierra speaking up for life!,-1
825127931815014401,unreal how a films about smack and junkies can make ye feel so fucking proud eh being scottish,-1
825128662152396800,saw @t2trainspotting tonight absolutely brilliant - go see!,-1
825495102344736768,just drank first coffee in about a week. it's hitting hard. but at least the baby stopped crawling on the ceiling.,-1
825526704017985536,such an amazing experience with all my sisters,-1
825748960761495552,@benjaminswatson at #marchforlife: 'you can change the course of generations' @liveactionnews,-1
825782752012288001,#nfl player @benjaminswatson tells men to stand up for women at,-1
825787006391312384,#t2trainspotting my kind of film,-1
826073076324511744,"young and upbeat: millennials in march for life resolute, passionate via @collegefix",-1
826239586330370048,how would you spend $1.7 million oregon tax dollars to help pregnant women in need?,-1
826267612137062400,#guitar ...old &amp; new interesting stuff in tamworth! …,-1
827264330156511232,repost yogabbygabbax we are the,-1
827754599977086977,"it's official, it's happening, i'm stoked.",-1
828017351874453505,"""i regret my abortion."" her sign speaks the loudest. can we make it even louder.",-1
834044612478169088,this is what the world looks like when a young mother is #prolife snapchat: churchpop,-1
834573682446102528,mt @awakedeborah: fearfully and wonderfully made! by god.,-1
834573729640415233,mt @marylene58: so beautiful and angelic. please .,-1
835631449747251200,mt @humancoalition: i chose not to view your life as optional.,-1
836208089816760322,halt this madness_outlaw abortion!,-1
836308776261156864,the #abortion industry says life can be thrown away. we know each life holds immeasurable value and potential.,-1
836620149079879681,real image of 5 week old aborted fetus..what the liberals don't want you to see,-1
836980294263590912,"mt @amenditusa: time for new mindset, abolish abortion!",-1
837008381433032704,come and join the #prolifegen barbara bush! don't buy planned parenthood's lies.,-1
837044979058909184,mt @patriotjewelusa: help save most innocent among us!,-1
837314362381594625,yooo! i did not see this coming...,-1
837572341202837504,life is too short to scroll through the comments that people leave on youtube videos!,-1
837948950820835329,@maryannehobbs disrupting my little boys homework sometimes you just have to stop and dance,-1
841076642785185794,ever see this #plannedparenthood bag? now you'll know the .,-1
842747739670757377,"#yourchoice ""i have set before you life &amp; death, blessing &amp; cursing: #chooselife that you may live."" deuteronomy 30:19 dr gs linton plz rt",-1
844391317144834049,life is beautiful,-1
847392862673051648,the world can choose to just talk about apartheid israel's endless occupation… or it can choose to act,-1
847414198317457410,got temperance? abolish abortion usa!,-1
847979279061102593,@newtowndoc thx for the follow! thank you for your holy work! @rabbisagstgunv stand with you to save lives!,-1
848034648898908161,"the spirit gives life,the flesh counts for nothing...the words jesus spoke are full of truth and life #chooselife @john663",-1
848063673327333376,"hear the voice of our god pleading with us--""change your ways and live!"" ezekiel 18:30-32",-1
848748648653627393,"mt @prolifeyouth ""i believe in speaking out against abortion since the victims cannot speak for themselves."" gen",-1
848976783500247040,#chooselife license plates are headed to the governor's desk!,-1
852278713551138817,pro-life kansas state treasurer ron estes defeats pro-abortion james thompson for congress,-1
852972179994148866,"thank you, !",-1
854710495596630016,"mt @amenditusa: new mood,new plan. let america decide!",-1
855018318213808129,"happy 600th show to the #trainspottinglive team smashing it out in brisbane! here's to many, many more...",-1
855089070715940864,mother refused when told to abort her son: ‘i’m just grateful we’ve gotten to know him’:,-1
855415144247119873,excellent interview with @kevinhinesstory,-1
855707756866785281,the british pregnancy advice centre want more late-term abortions in scotland.,-1
856192356370051072,"@freedomchild3 one of my friend's sisters was told her baby would have #downsyndrome &amp; to #abort. she chose #life &amp; the baby, did not have ds! !",-1
857203884107890689,buzzing to be bringing our @irvinewelsh @trainspotlive to my home town falkirk! get on it,-1
857411426989813760,@ppact @repkevincramer defund pp,-1
857544558770520064,raffle prizes for #chooselife 1980s party tomorrow night #excited @lymphomaassoc #swanseadockersclub @uwtsd #sa1 @amandahughes007,-1
857652064763203587,#chooselife choose #theatre choose #trainspottinglive mon 17 – fri 21 july,-1
857989336599601152,pro-life senator slams the pro-abortion media: “there’s just not honesty”,-1
858348218219986945,babies with down syndrome shouldn’t be targeted 4 abortion —their lives have value and dignity #chooselife @appsame,-1
859126548191821826,mt @patrioticgirl86: one day.... you will wish you had me,-1
859196902482608128,babies without a voice are killed by those who have been given a choice.,-1
861967265163554816,our #trainspottinglive tour is in full swing starting our london leg at @artsdepot tonight! then on to the @brightonfringe,-1
862430541097779200,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.,-1
862442232086908930,woman who underwent #abortion breaks down after seeing her dead baby,-1
865470771480584193,@kask_cycling saved my life on sunday. i was in 1 of the worst crashes of my life.always wear a helmet,-1
865639444103274496,"check out the production images for @trainspotlive, here from 20 jun, at",-1
866036535187038208,mt @politicsiswar: for convenience...,-1
867313154384166912,german court give right 2 make decision to parent whose solution benefits child @reutersuk,-1
867345973537787904,mt @awakedeborah: fearfully and wonderfully made! by god.,-1
867370148243623936,@foxandfriends @stringfellowfr4 @kthopkins enough of this is too much- the world has learned that some kind of islam wants people dead.,-1
867550885311795200,mt @marylene58: so beautiful and angelic. please .,-1
867693402099515393,"watched #t2trainspotting again,starting to become addicted.the whole film is amazing.soundtrack unreal.",-1
869293603541184512,"maratona trainspotting no cine praia grande! quinta, 1º de junho 18h30: trainspotting (1996) 20h15: trainspotting 2 (2017)",-1
869821316798525440,"we're going to see @lifebanduk tonight @roughtradenotts and if u know what's good for you, so will you!",-1
869955498065481729,today i would have graduated with honours deg. instead i'm plumbing and a borderline alky,-1
872177129710116864,and proud of it,-1
873644007490031616,love the start of tonight's #itv4 intro with a @jm130tt voice over! very clever &amp; v.poignant,-1
878349463776927744,what's yer swally tonight folks? happy weekend.,-1
880240923816452098,human babies too?,-1
880800410847596546,"obedience motivated by our love and awe of god leads to… -blessing and life disobedience leads to… -pain, devastation and death",-1
880835565763121155,we must protect those who cannot protect themselves,-1
884796938037714946,as long as no calves died or cows were harmed any cheese is good!,-1
887863321000628224,"and every single day that we don't #defundpp, 897 women are betrayed and 897 lives are lost.",-1
888186434208792581,#tbt to when @ppact understood that abortion kills the life of a baby| circa 1952.,-1
889092930232823808,thank you for your ministry through prayer! #life #prolife #chooselife #anglicansforlife er,-1
889891194884509697,psa: tax dollars should not go to clinics that provide abortion.,-1
890288183220613124,pope offers prayers for charlie gard and his parents as legal challenge ends:,-1
815355766160834561,mt @patriotjewelusa: we must make the womb safe again!,-1
815362641342373888,help oregon life united protect mothers and pre-born children by donating today: - -,-1
815502156434436096,tribute to #georgemichael by #marypavese my sister thanks love,-1
815575604431032321,lingering belief in limbo couldbdamaging2 #prolife cause rt,-1
815602276551315456,every life is full of endless possibilities.,-1
816848123159003140,fearfully and wonderfully made! by god.,-1
817851942101811200,saw @trainspotlive at @thevaultsuk tonight - literally one of the best things i've ever witnessed. unreal performance,-1
820761838006759424,amazing turnout at #march4lifechi! @march4lifechi,-1
824637072308924416,"""this is the first time a vice president of the united states will attend."" |",-1
824637526229024769,"nro w/ @carrahroy: ""a mother’s love &amp; the march that matters."" our friend’s choice for life.. my godson.",-1
824964176066015233,it takes a strong woman to !,-1
824996039014879232,this generation will end the evil of abortion.,-1
825035867991445504,grateful for these #tn06 students from the diocese of nashville who came out to #marchforlife2017. this is the !,-1
825053560589127680,standing for life is standing for women! #whywemarch #marchforlife #prolifegen #prolifeprowoman @march_for_life,-1
825066153143828481,#marchforlife #chooselife thank you!!!!!!!!,-1
825083410897047558,all my thoughts and prayers are with those out fighting for life today!,-1
825113087787331584,seeing all the #trainspotting boys on graham norton. can. not. wait to see it.,-1
825126107095642112,this #chooselife sign isn't even some kind of fucked up marketing campaign for #trainspotting2— which opens in theaters today in the uk!,-1
825129247630991360,a mob hurled racial slurs at and attacked #marchforlife supporters. : : @fox5dc : @nicedeb,-1
825223028929871872,tonight was so awesome!! thanks to all who came out (we march for the babies at home too!),-1
825257574811451393,"it's been a week where experiences, good and bad have prompted re-evaluation and re-prioritisation. more tinkering. less work.",-1
825370978616217601,"wow ""which two would we not know?"" amazing testimony. ex. of how doctors are not always right, which is why we put trust in him!",-1
826113131239845888,thank you @hobbnobbin for this great piece: make “pro-life” “anti-abortion” again via @phc_news,-1
826171630783074304,we can conquer_join the move!,-1
826292223352381440,#chooselife assisted suicide is next step toward this (legalized abortion was the 1st).the right to life is 1st &amp;most basic of,-1
826328280911507456,58 million babies killed in #abortion since #roevwade 1973 sad!! !,-1
826548484329324544,"""i was 19, jobless, unmarried, &amp; told my baby had a birth defect. i chose #life"" @ashleybufe",-1
826973592751570948,when abortion suddenly stopped making sense:,-1
829375577320734720,"respect, equality, justice: it begins with valuing life in the womb:",-1
829541749504643077,"mt @amenditusa: new mood,new plan. let america decide!",-1
829701170776199169,what’s the #prolifegen doing this weekend? protesting pp!,-1
829795627299172352,not as good as the first one but really enjoyed #trainspotting2 - it got me thinking about a lot of things #chooselife @omniplexd6,-1
834766196310409216,best thing i will probably see at #cpac2017. taking @ppact head on.,-1
834813964777320449,"if theres a heartbeat, theres life. national",-1
835148588145586177,it's true. a friend can save a life!,-1
835631562804842496,hundreds of thousands of #prolifegenyouth participated in washington 2017 march! !,-1
837062729013723137,"mt @amenditusa: new mood,new plan. let america decide!",-1
837094783323496449,mt @politicsiswar: for convenience...,-1
837100759720218625,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.,-1
837112631110467584,mt @patriotjewelusa: help save most innocent among us!,-1
837451390263885825,happy national pro-life chalk day,-1
837497026623508480,just a little late-night chalking,-1
837612369362636801,please vote no. call to legalise abortion via @bega_news,-1
842101985394491398,@macy__marie miss #nd thank you for acknowledging the women who will never be -who are aborted in your @ndhousegop speech today,-1
842825413655216131,exposed!!! the real #truth behind the roe vs. wade decision,-1
843282860085858305,1) who is @tomilahren 2) @tomilahren needs a biology lesson. not your body. in your body.,-1
843892205102092290,that's a lot of baby socks. join the campaign and #sockit2pp gen,-1
844919154666864640,thank you @students4lifehq for your tireless work. congrats on 10 yrs of incredible achievements,-1
845349977916354561,if there is no justice for the unborn; there is no justice anywhere.,-1
846746149440700416,"our lady of guadeloupe, pray for those canvassing for life",-1
847145014836760576,@ppact a message from ireland where you have an affiliate. #defundpp pinkout #pinkout gen,-1
848005524197040128,"""it is a poverty to decide that a child must die so that you may live as you wish."" -mother teresa",-1
848068713156947968,@t2trainspotting is now playing in farmingdale go watch it,-1
849221020263362560,give our unborn the right to life!,-1
849481627004698625,follow us on instagram:,-1
855061912731742208,day 20 @30daysofbiking marked in a very special way. thx tyler,-1
856417524593958913,"in the media - @mailonline: ""mother with disabled son calls for curb on abortion law""",-1
857345705471492096,mt @amenditusa: halt this madness_outlaw abortion!,-1
857499294827466754,"@ppact @repkevincramer mr. cramer, as a north dakotan, i urge you to support defunding planned parenthood and to protect the unborn!.",-1
858349142934003712,senator ben sasse asks if democrats will stand up for this 'little guy' #chooselife @drlee4america @drscott_atlanta,-1
858657560274055168,win the fight_take a new course!,-1
858811816046018560,"mt @amenditusa: new mood,new plan. let america decide!",-1
858866293386117120,family of murder victims who think #deathpenalty will bring comfort in this life will also receive torment in the life to come.,-1
859035625470689282,times are hard in a conservative government,-1
859043479795580928,mt @marylene58: so beautiful and angelic. please .,-1
859060354906763265,interesting input about discrimination.,-1
859078219592601600,"""like every doctor, i am for life."" dr. jerome lejeune, stood up for life: - -",-1
862417750207062016,mt @marylene58: so beautiful and angelic. please .,-1
862656397141577728,2 ways you can help! islove,-1
862738777990672384,mt @karee_news: you can do something try to touch hardened hearts and,-1
862780623643136002,baltimore pregnancy center to save babies right next door to busy planned parenthood:,-1
865907731261255680,manchester! @march4lifeuk,-1
867441392896880640,"21 abortion clinics have closed in 2017, planned parenthood has shut down 20 since 2010",-1
867877768855527424,mt @patrioticgirl86: one day.... you will wish you had me,-1
868388063961128960,happy bank holiday! out and about and spreading our #lovinglife message for the,-1
868774248260681728,mt @patrioticgirl86: one day.... you will wish you had me,-1
868921075035496448,this. this. this. ...,-1
869155377723715590,exposing abortion by marching for life by @reganblntonking,-1
871397920796532736,#chooselife fuck the haters,-1
872390461293461504,today is a good day as i'm interviewing ewen bremner 'spud' is signing #t2 dvd @foppedinburgh at 5:30pm,-1
874305299477385216,gallup: 49% of americans say abortion is morally wrong. @gallup,-1
879384888163659782,closed! planned parenthood permanently closes another abortion clinic in new jersey,-1
880767522521460736,"guilt, fear, despair, anger, discontent-is the flesh worth it? love, joy, peace: the rewards of christ",-1
880782324400574465,reaction from @drpetersaunders of @uk_cmf following bma vote to lobby for liberalising of #abortion law,-1
880830771371679744,"it is disappointing that the government can pick and choose it's social agenda. yet as citizens we are forced to""agree with all""",-1
880862685897871360,racing for a cause in loving memory of the innocent victims of abortion abortion kills a baby choose life,-1
881844375592067074,the generation marched at the #rallyforlife in dublin.,-1
881905644273635329,congratulations to michael knox of immaculate conception academy in cincy for taking 3rd place at the @nrlc oratory contest!,-1
882185973341315072,it was a great show guys and this #chooseday we choose to be protect ourselves from hiv/aids .,-1
883519382378426369,rape survivor sentenced 30 years prison stillbirth,-1
884574648574373888,"i highly recommend watching ""3801 lancaster: american tragedy"" about kermit gosnell. it's heartbreaking yet enlightening.",-1
884589226184069120,aaron judge was adopted the day after he was born by two school teachers.,-1
885831528126828545,just doing ma thang #prolifegen #prolife #prowoman #fridayfeeling #ilovemyjob @lifecharity,-1
886310405273997312,"and in the us, we're too used to cause death to the unborn, through abortion. but there's a way to stop it: be part of .",-1
887646247473086464,"rather than seeking to please people, seek to be in right standing with god.",-1
887652380602486784,.@prolifeaction good morning! have a blessed day!,-1
890297973657268224,check out our latest t-shirt in our online store. what do you think? kind of western-y?,-1
890605669518278658,stop the holocaust_outlaw abortion!,-1
891071001353736194,will you defend my life when the world argues otherwise?,-1
891327666439245826,parental rights in the u.s. — could the charlie gard case happen here?,-1
815376441600856064,wonderful 8th night of #chanukah and seeing in the new year with my beautiful boy.,-1
815450511105105920,mt @patriotjewelusa: we must make the womb safe again!,-1
815607531393445888,$1.7mil in oregon taxes fund abortions each year. help change this: --- #chooselife gen,-1
815979394175041536,"advice from some old people. this is very good, for young and old alike",-1
817389775967711233,read today's daily pro-life reflection: this is my body here,-1
817774303789936640,pregnant new zealand woman undergoes surgery in australia for unborn son with spina bifida:,-1
817902433686978560,@trainspotlive at @thevaultsuk was the most intense and amazing 30th present! thanks @suzport1,-1
822570697314734081,new guttmacher study shows abortion numbers hit historic low in 2014:,-1
822858048658096129,tips for first-time #marchforlife participants --&gt;&gt;,-1
823350957278949377,glad i was able to join in the #marchforlife in #arkansas today.,-1
824273496633147394, trainspotting 2,-1
824934583376437248,.@vp pence and our prez @kristanhawkins recording video yesterday for the !,-1
824953033939357696,we are excited to march with the #marchforlife! please use the #prolifegen snapchat filter!,-1
825014805765316609,my wife's ex-left her pregnant abused &amp; alone. i adopted her daughter &amp; now have a grandson.,-1
825021251651506177,this is not just once a year! a movement is coming! a generation is coming!,-1
825036401959923712,prayers for everyone at the march for life my wish is that one day the world will respect and appreciate all life,-1
825055381701398528,"because noah tried to be born early, the drs said he could be blind, deaf, &amp; lungs might not be developed. what a blessing he is!",-1
825069320401084416,mt @marylene58: so beautiful and angelic. please .,-1
825075663371661313,thank you to @vp @mike_pence for defending the unborn in the #marchforlife2017. together we can speak for those who cannot.,-1
825087584527200257,wish i could be in dc for the march for life rn,-1
825101036134232064,every bit as epic as the first one !,-1
825109260140961794,together we will end #abortion! #whywemarch gen,-1
825127291005104129,on way home after seeing #t2trainspotting again. and before you ask..... yes...i'm obsessed,-1
825836452424609792,"so incredibly humbled every day that this sweet girl calls me mama! #chooselife best gift i ever received was you, sweet lily!",-1
826869192888578049,"so proud of @izzy__g, mr. brashier and all the @sba_socialmedia for outstanding job! #prolifegen #istand4life @march_for_life",-1
826895496434311168,[ ps i promise i actually smile!!!! ],-1
826919561316413445,more to come from this great day!,-1
827299849188081664,"a beautiful, encouraging message!",-1
827977293159133186,"@irvinewelsh sacraficed watching the happy hammers footy link today to finally go to watch this ""bewty"" wasn't disappointed",-1
829374303070195713,leave the “clump of cells” alone.,-1
830129345129750529,priests for life to protest planned parenthood tomorrow,-1
832630024775667712,amazing new technology shows life in the womb at 20 weeks in incredible detail.,-1
833003878622883840,"just had pancakes. ""but it's not pancake day yet!"" i hear you cry",-1
835960202621042689,december tshirt. #chooselife #art is my life. fabulous array of spatters and marks. love #fashion love #painting x,-1
836167819129675776,#chooseargyll #chooselife #choosework find a house and a job on our dedicated page #argyll #live #work click,-1
836730756013654018,"we're live from the ""kids' table"" at @ignatiustarpon. full house for @abbyjohnson; stop by if you're in the area! #prolifegen @prolifefuture",-1
836963424684785666,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.,-1
836995207237419008,there are no accidents with god!,-1
837090486137544704,mt @politicsiswar: for convenience...,-1
837105526068527104,why #women should tell their #obgyn if they have had an #abortion @lifenewshq @daveha,-1
837113045520244737,mt @karee_news: you can do something try to touch hardened hearts and,-1
837132843625017346,mt @karee_news: you can do something try to touch hardened hearts and,-1
837299652223451136,make your mark_prohibit abortion!,-1
842133942501273600,watch #ewtn #prolife weekly #friday at 11pmet!,-1
842139796394803200,mt @amenditusa: halt this madness_outlaw abortion!,-1
842177643109855232,mt @amenditusa: we the people end abortion america!,-1
842580492931252225,everyday brings new choices!,-1
842869475674374144,@reaganbattalion 1) who is @tomilahren 2) @tomilahren needs a biology lesson. not your body. in your body.,-1
844188304107016192,"well done, !",-1
844302109721968640,wow! the ladies 80s night has sold out. well done if you got a ticket. see you there!,-1
845001780916293632,the #prolifegen is what they are today because of @students4lifehq. grateful for your dedication to life!,-1
845579344156082176,oaf tae see trainspotting live again!,-1
845699528120582145,did senator dianne feinstein accidentally admit that abortion takes human life?,-1
846734620452376576,are you a part of the #prolifegeneration? do you wish to become a #prolifeyouth blogger? apply today!,-1
846883185690656768,#prolifegen news: constitutionalism originalism is still a thing,-1
847147038076645377,four dishonest ways to argue about,-1
848014639107637248,"behold! god's polaroid shines rt #poetryinmotion #poet #poeima #prolife #chooselife, the #dinosaurs did",-1
848601141533442049,demain c'est lundi. #petitcoupdepoucedimanchesoir a like for,-1
848757872712437760,"#iowastate #prolifegen want facts on iowa pp and webcam abortions? come to free @suethayer talk: april 4th, 7 pm.",-1
854763323664941056,faces that come to my mind when hearing arguments in defense of abortion. we must protect and defend our next generation.,-1
855114848551743488,every interaction with my niece leaves me so overwhelmed with joy. she is truly such a blessing from god!,-1
855665858755969028,"i have mixed emotions. i'm impressed as hell too, tho. choose nostalgia.",-1
857349887393968128,why are abortions tax-deductible?,-1
857364468820529153,mt @awakedeborah: fearfully and wonderfully made! by god.,-1
857409137864527872,"@ashertheallman @missouristate thank you, asher, for helping us be a voice for the !!",-1
857997503731449857,"can someone explain to me how killing helpless babies is ""womens' healthcare?""",-1
858229373488349184,fiona bruce mp describes parliament’s failure to value the unborn.,-1
858779751275778053,see how oregonians want to spend $1.7 million to help pregnant women in need: - -,-1
859171831118299136,mt @politicsiswar: for convenience...,-1
