id,Tweet,Stance
1177060396529700865,USER USER debe existir una educación sexual...y responsabilidad...se evitarían embarazos que después se convierten en abortos...😯 #noalaborto dios les bendice 😇 URL,C
1177610780180668417,"nos llena de profundo orgullo saber que en el municipio de lanús contamos con profesionales de la salud, que entienden que la práctica del aborto va en contra de su loable deber de salvar vidas. #salvemoslas2vidas ¡siempre! 💙 #todavidavale #nofueley #noalaborto #sialavida URL",C
1177721972752551936,ni tampoco dejarán de escuchar la mía. “soy defensor de la vida” #noalaborto #sialavida USER USER URL,C
1177814006385364992,"una mujer deshumanizada, puede ser peor de cruel que un criminal. hoy todos hablan de la discriminación, grupos vulnerables, inclusión, derechos, y todo queda en un discurso de mentiras, por que no entendemos de respetar el primer derecho; la vida.#noalaborto. URL",C
1178133326646976512,"no al aborto! estas lacras son las que apoyan a vizcarra, #verguenzanacional !!! #noalaborto #perúesprofamilia URL",C
1178295207995088896,este 28 de septiembre #matarnoesderecho #elsalvador #salvemoslas2vidas #sialavida #noalaborto #salvemosalinocente #laolaceleste #latinoamericaporlas2vidas #elsalvadororgullosamenteprovida #chooselife #vida #proudtobeprolife #sivar #noalaideologíadegénero #conmishijosnotemetas URL,C
1178382550265413637,a veces veo a mi gata con sus gatitos chicos y veo con que amor los cuida . y pensar que mujeres hechas y derechas quieren asesinar a los suyos #noalaborto,C
1178793895540461569,"el año 2018, la fundación española #redmadre prestó ayuda a 25.698 mujeres embarazadas, 7.000 más que el año anterior. 9 de cada 10 mujeres que se planteaban abortar optó por la maternidad, cuando recibió la ayuda adecuada. #salvemoslas2vidas #noalaborto",C
1179186783503945728,levantenos la voz #oaxaca una minoría equivocada no puede ni debe decidir el futuro de generaciones por nacer! #noalaborto #oaxacaesprovida URL,C
1179206890632486913,USER el aborto es la muerte de un ser humano indefenso donde la madre no lo defiende!! #sialavida #noalaborto,C
1179221747662561281,USER USER yo soy mujer y a mí sí me representa lilly . no generalices 🙋🏻‍♀️ #noalaborto,C
1179452284201312256,"“he aquí, herencia de jehová son los hijos; cosa de estima el fruto del vientre.” (salmos 127:3) #noalaborto #sialavida",C
1179555054992408577,sólo se que no tienes argumentos para debatir el tema del #aborto. la propuesta del debate sin argumentos religiosos sigue en pie! #noalaborto #mexicoesprovida URL,C
1179722261751664640,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER ¡ ya basta de querer imponer en la agenda legislativa la aberrante iniciativa para legalizar el aborto en todo méxico! el aborto es el asesinato de seres humanos indefensos. #noalaborto #sialavida #noalabortoenmexico URL,C
1180216248828940294,"desde la fecundación, al unirse el espermatozoide y el óvulo (con 23 cromosomas cada uno), se formó un nuevo ser humano con nuevo material genético distinto al de tus padres. no existe ningún ser humano sobre la tierra igual a otro. #síalavida #noalaborto URL",C
1181939550756708355,"la senadora USER ya no responde, la senadora USER dice que en redes y USER que puedo decir ... porqué tienen miedo a un debate sobre el tema del #aborto sin argumentos religiosos? comenta y comparte rt #noalaborto #mexicoesprovida #mentirasdelaborto URL",C
1182053002645065740,"#noalaborto decidir por la vida no es un tema de tendencia. el aborto en guatemala, no es negociable. URL",C
1182158818672807936,"cuéntanos que título le pondrías y déjanos tu respuesta en los comentarios con #inesperado. estreno nacional 25 de octubre, sólo en cines. USER #salvemosdosvidas #sialavida #provida #40diasporlavida #sialasdosvidas #noalaborto #salvemosalafamilia #mujer #inesperadomx URL",C
1184315369428865024,"""el aborto es la muerte de un ser humano indefenso e inocente donde la madre no lo defiende"" claudia león #noalaviolencia #noalaborto USER",C
1186049566690463759,el unico candidato que está abierta y sinceramente en favor de las dos vidas USER #centurionpresidente #votanos #felizdiadelasmadres #diadelamadre #noalaborto URL,C
1187083858673635334,no es lo mismo.... morir en brazos de tu madre que a manos de tu madre... lectura obligatoria #noalaborto #sialavida #salvemoslas2vidas URL,C
1187379578538467328,"defensores de la vida, ¡vamos! #colombiaprovida #noalaborto URL",C
1187398691973410817,"yo amo a dios, Él me ha hecho demasiado feliz... por eso también amo y defiendo a sus hijos. #noalaborto #colombiaprovida",C
1187400774466363396,#unidosporlavida #colombiaprovida #noalaborto somos vida! ❤️,C
1187456143620235265,ironías de la vida #noalaborto #noalaborto URL URL,C
1188137285864382471,quieres mi voto #noalaborto URL,C
1188145934024224769,#puebla en marcha por la vida en #cdmx #mexicoesprovida #noalaborto USER USER URL,C
1188184590097117184,"salimos a exigirle al presidente lópez obrador que en méxico se respete la vida, la familia y la libertad. como sociedad civil continuaremos pendientes de que el gobierno no traicione a la sociedad con políticas de muerte. #noalaborto #abrazandoamexico #niunmexicanomenos URL",C
1188576951545430016,julio hernández entrevista a alison gonzález sobre la protesta en favor de la vida y contra la amenaza de despenalización del aborto! #salvemoslas2vidas #mexicoesprovida #noalaborto URL,C
1188857745631371264,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER sialavida 👍🏼 #noalaborto,C
1189925905881280513,"testimonio de quien fue abusada pero no se dejó engañar, supo que el matar a su hijo (sí, también es su hijo) no era la solución. #noalaviolencia #noalaborto URL",C
1189974226792599552,el rector de la USER dice que hay 1 millón de #abortos clandestinos por año en méxico! 🤦‍♂️ no entiendo como el rector de la máxima casa de estudios del país dice tal mentira! #noalaborto #salvemoslas2vidas URL,C
1191358192208556032,"un país bañado en sangre de bebés abortados aprobado por sus leyes, es un país lejos de dios #noalaborto",C
1191662121119031297,el aborto es un negocio de multinacionales que se lucran del dolor de la mujer y el asesinato de un ser inocente #noalaborto,C
1191936104523583489,un honor asistir a la premier de USER junto con mis compañeros diputados del USER gracias amigo USER #noalaborto #salvemoslas2vidas #inesperadolapelícula #nuevoleónesprovida URL,C
1192208630558461958,"USER USER si la gestación siguiera su curso hasta el nacimiento de un ser humano, nunca sería un problema de salud pública. este señor es un demagogo y un militante de la cultura de la muerte. #noalaborto",C
1195142159533584384,"si nunca viste un bebe de 9 semanas, aca te presento uno,fruto de un aborto espontáneo. si te hicieron creer que no es un ser humano, o que es un conjunto de coágulos, o que es una larva, ahora te das cuenta todo lo que te mintieron. #noalaborto #sialavida URL",C
1195818880809230336,"siempre he estado y estaré en la defensa de los niños no nacidos, del derecho a la vida, de las mujeres que necesitan apoyo para poder seguir adelante con su embarazo. del lado del futuro, el progreso y los derechos humanos, la paz y la libertad #síalavida #noalaborto URL",C
1196402468885868545,alberto fernández enviará un proyecto de legalización del aborto al congreso. #noalaborto #todavidavale URL URL,C
1196578175712714752,"estamos en contra de todo aborto, porque legal o ilegal el aborto mata igual. #culturadevida #cadavidaimporta #salvemoslas2vidas #sialavida #noalaborto #salvemosalinocente #laolaceleste #latinoamericaporlas2vidas #provida #prolife #elsalvador #elsalvadororgullosamenteprovida URL",C
1196800289254203392,a esto le llaman progreso a quemar viva a una bebé en el vientre materno. comparte para que la gente reflexiones sobre el terrible crimen del aborto. #noalaculturadelamuerte #noalaborto #sialavida URL,C
1197603854998749186,"por favor, voten si (estoy a favor de la derogaciÓn del protocolo de aborto), van a encontrar la encuesta al final de la página. #deroguenile #noalaborto #conabortonotevoto URL",C
1197896270326763520,#noalaborto .... no requiere más explicaciones,C
1198256722395222017,"muchas veces encontramos contradicciones en la vida, pero esta se lleva el premio: una marcha contra la violencia para apoyar la despenalización del aborto (violencia extrema contra el no nacido hasta matarlo). #dejalonacerrd #noalaborto USER USER URL",C
1199728260046839808,"yo quise abortar a mi hija pero me arrepentí de pensar eso, es verdad que pasan pensamientos que te hacen dudar, pero créeme sales adelante. el aborto no es ni nunca será la solución para tu ""bienestar"". #noalaborto #sialavida #oaxacaesprovida",C
1200931937331884034,"el cielo llora por el precio de este gran pecado, el aborto, y la historia y el futuro de todas las naciones ha sido cambiado debido a esta atrocidad contra el don de la vida de dios. #oración #noalaborto #méxicoesprovida #salvemoslasdosvidas",C
1200933790228586497,"total repudio a USER , no nos representan. es una organización tomada por zurdos feministas de baja testosterona. repudio repudio repudio a partir de hoy unab es mi enemigo así como mrs y fsln. #feminazi #noalaborto #sosnicaragua #nicaragua USER URL",C
1201263798138605569,"USER USER puffff... muchas gracias, david. #noalaborto",C
1201268945933754368,#todavidavale proyecto esperanza cumplió 20 años ayuda a sanar a mujeres y varones que sufren las secuelas espirituales y psíquicas del aborto. nació en chile y ya se extendió a 14 países latinoamericanos. ha tratado a 2.400 personas y derivado otras 560 #elabortomata #noalaborto,C
1201645970762522625,"el feminismo trae grandes injusticias al mundo. discriminan y generan violencia con una doble moral que agudiza la vileza humana. en méxico por cada violación se registran más de 45 abortos. en 2020 se estima que 650,000 nonatos serán asesinados. #noalaborto #laasesinaerestú URL",C
1201653056602902528,"en #nuevoleón no vamos a matar bebés ❌❌❌ morena pretende despenalizar el #aborto estado por estado, pero aquí no lo vamos a permitir. sin excusas, los que no tienen voz merecen vivir y vamos a defenderlos. #nlesprovida #síalavida #salvemoslas2vidas #noalaborto #sÍalavida 💙 URL",C
1202795263666139142,“el aborto también es violencia contra la mujer”. la violencia no tiene género. #nomasviolencia a cualquier #noalaborto #vivasnosqueremos #nadiemenos URL,C
1204537653212991493,"no hablen por todas las mujeres! ustedes no me representan... soy mujer y no feminista retorcida, soy mujer y no feminazi sin valores... #ellasnomerepresentan #nohablesenminombre #salvemoslasdosvidas #noalaborto URL",C
1204807989808500736,"si defiendes el aborto estás defendiendo el asesinato de un inocente, por más que lo maquilles con demagogias. #noalaborto URL",C
1205525043175940096,"#fabiola le llevó al papa el cáliz de la misa antigrieta de luján. debemos ser todos hijos de landriscina, porque se nos c.gan de risa desde el gobierno y desde el vaticano. #noalaborto USER USER USER USER",C
1205882771601854464,"#mujeres exigen a las #feministas que no hablen por todas las mujeres. hasta q alguien hablo, como pensamos la mayoría!!! y no un puño de mujeres, las cuales no representan a las mujeres!! #ellasnomerepresentan #nohablesenminombre #salvemoslas2vidas #noalaborto [1/2] URL",C
1205917898000044033,el congreso de hidalgo rechazó la propuesta de legalizar el aborto. un ejemplo para todo el país. USER USER #noalaborto #noalabortoenhidalgo URL,C
1207389645606195200,#18d #protocolomata puerta madryn dice sí a la vida! #noalaborto #noestassola URL,C
1208053609067360257,"cuidado con abrazar posturas feministas que nos lleven por una ruta distinta a la que el evangelio nos traza. #noalaborto es la postura oficial de la iglesia. no olvidando nunca que en cristo hay perdón, esperanza y vida. URL",C
1209125256276926473,"#noalabortoenelperú| ""mi compromiso es defender al peruano por nacer"" -alejandro muñante. este 26 de enero marca el ☀️y escribe el 🔟 #salvemoslas2vidas #noalaborto #solidaridadnacional URL",C
1210240733032136704,vox organiza en una iglesia de sevilla una misa en memoria de los “niños abortados” #noalaborto #sialavida URL vía USER,C
1210930036955664385,"hoy, día de los santos inocentes, nos acordamos de todos los bebés no nacidos, víctimas del aborto genocida. #sialavida #noalaborto URL",C
1210976338028433409,#diadelosinocentes #28dic USER acudió a la marcha por la vida de #guadalajara con USER USER ave USER USER aes cobeña. #noalaborto #sialavida URL,C
1211706119971835905,la solución a los niños maltratados fuera del vientre es no dañarlos cuando aún se hallan dentro. la solución al maltrato infantil no es &lt;&lt;hacerlo temprano&gt;&gt; ¡es no hacerlo jamás! #conabortonotevoto #noalaborto,C
1162176141496606721,USER USER ni idea tienes de como te utilizan y gratis para el gran negocio del siglo! tal como la gran mayoría q adhiere a este nefasto movimiento es ignorante (no saben el origen) y son inconsecuentes (derechos para la mujer y en el aborto se matan mujeres tb 🤦‍♂️) #noalaborto,C
1162364831770525697,"antes de educarlo, primero debe nacer... #derechoalavida. #vida. #noalaborto. #sialavida. URL",C
1162772622863740928,"el respeto a la vida comienza desde la concepción. la iglesia, el gobierno USER, la sociedad, todos debemos practicarlo y enseñarlo. #respetoalavida #desdelaconcepcion #nomasviolencia #noalaviolencia #noalaborto",C
1163609009464762370,"¡qué rara la posición de las feminazis!🤮: se llenan la bocota protestando contra la criminalización de las mujeres, pero apoyan la criminalización de seres inocentes. #noalaborto #síalavida",C
1164364848899207173,prefiero fundamentalista (por tener buenos fundamentos en la oalabra de dios) y no progresista por darle un 👍 a la matanza de bebés. #noalaborto #sialasdosvidas ayer me quisieron herir con el insulto de fundamentalista. 😆,C
1165661880603545601,USER escuchen en serio. no a USER #noalaborto URL,C
1166345195656556546,"#mujerespower javiera suárez, un ejemplo inalcanzable, sobretodo para las mujeres que enajenadas llaman derecho a matar al hijo propio #aborto #abortoesgenocidio USER #noalaborto URL",C
1166496206043979776,"presidente ⁦USER⁩ “todo lo posible” para defender la vida, incluye #derogacion3causales #abortoesnegocio #noalaborto en ninguna de sus causales #partidorepublicano ⁦USER⁩ ⁦USER⁩ ⁦USER⁩ ⁦USER⁩ ⁦ URL",C
1167161672823443456,los medios que atacan a los movimientos provida y profamilia reciben dinero de ongs abortistas y pro-lgtbi URL #sialavida #noalaborto #mediosdecomunicacion #medios,C
1167996385750409216,"esto es un tangible ejemplo de vida; un ser en su máxima expresión. lamentablemente, hay quienes creen que es su cuerpo y piensan tener el derecho de privarlo de vivir. ninguna mujer sale llena de dicha y plenitud cuando aborta. USER USER USER #noalaborto URL",C
1168252000062103552,es el mismo evento. el pasado sábado se dio la marcha por la vida. las imágenes son de dos medios distintos. a la izquierda la cobertura de USER las intensiones son evidentes. 🤢🤮 #noalaborto #sialas2vidas #sialavida #salvemoslasdosvidas #feminismo #feminismoobarbarie URL,C
1168357662972665862,la plata. el niño por nacer te necesita. #sialavida #noalaborto URL,C
1168440811576614912,"USER USER ustedes menos, #noalaborto",C
1168550258890219523,ee.uu. | gobierno de USER defiende a enfermera de hospital de vermont que fue obligada ilegalmente a ayudar en un aborto. #lavidasedefiende #noalaborto URL,C
1172108787743956992,"ex directora médica de plannet parenthood (multinacional abortista), kathi aultman, confiesa. hoy se considera ""una asesina de masas"", aunque mientras practicó abortos creía que era el derecho de toda mujer, matar a sus hijos. #noalaborto #sialas2vidas URL",C
1172337992519671810,¡ni un mexicano menos! digamos #noalaborto y #sialavida #mexicoesprovida URL,C
1174483872286990338,"el presidente andrés manuel lopez obrador, es el principal promotor del aborto con su ley de amnistía, el y todos los legisladores, que están a favor de la muerte, son unos traidores. hipÓcritas y cobardes. ‼️el aborto es un asesinato.‼️. #noalaborto. #legisladorescobardes. URL",C
1174502110051864576,"ecuador debería estar debatiendo si aprueba la pena de muerte o cadena perpetua para los violadores de menores; pero que va prefieren debatir si se apresa a la víctima de violación o se asesina al bebé!!! que locura, castiguemos al violador #noalaborto #castigoalviolador URL",C
1174724336080629760,este fin de semana habrá una gran marcha por la vida en sao paulo #brasil #olaceleste #noalaborto URL,C
1175411559172050944,estamos listos para alzar nuestras voces en esta marcha pacifica #salvemoslas2vidas #noalaborto #sialavida #chiapasesprovida URL,C
1175453768759930880,“morimos el día en que guardamos silencio ante las cosas que importan” #salvemoslasdosvidas #noalaborto #méxicoesprovida,C
1176627678109229056,"USER es claro que a ellas no les interesan los argumentos científicos, ellas tienen una agenda que imponer, aquí lo urgente es juntar firmas para solicitar que dimitan #oaxacaesprovida #noalaborto #mexicoesprovida",C
1176722990513315841,"dejemos esto para que puedan tomar conciencia los legisladores federales, que piensen en su familia, en el futuro de sus hijos, ante el embate de una dictadura ideológica, una dictadura de muerte. seguiremos denunciando todo lo que los mexicanos no queremos. #noalaborto. URL",C
1176821785226108930,"pidiéndole al concejo deliberante de villa regina, río negro que declare la ciudad provida y que defienda los valores que como argentina necesitamos recuperar y que nos ayudarán a vivir mejor”. #salvarvidasnoesdelito #noalaborto #rescatemosargentina URL",C
1176868331254636545,diputados de #oaxaca. ¡no traicionen al pueblo que los eligió! #oaxacaesprovida #noalaborto,C
1176881230903742470,"no sé trata de religión, se trata de una vida. #oaxacaesprovida #noalaborto",C
1176895397282729984,el día de hoy en #oaxaca se votará la despenalización del aborto; en USER siempre defendemos la vida y también defenderemos la libertad de la mujer y la del no nacido. #yoamolavida #síalavida #noalaborto #pancontigo,C
1176913604815282176,"¡feministas! a diferencia del embrión, el cerebro sí es parte de su cuerpo y ¿qué creen? la educación es gratuita y es su derecho, a ejercerlo mujeres, a ver si así construyen mejor sus argumentos #noalaborto #provida #oaxacadefiendelavidida",C
1176989485596336134,lo de la despenalización del #aborto en oaxaca todavía no es un hecho. se aprobó una reforma que es ilegal e improcedente ya que se brinca la constitución y el código del estado. #salvemoslas2vidas #noalaborto,C
1177649824298078208,"USER en 2018 debatimos lo indebatible: el derecho a la vida de todo ser humano, y... #abortonofueley en #argentina USER #noaladesobedienciacivilabortista #noalaborto #conabortonohayfuturo #elfuturoesceleste 💙 USER USER USER USER USER URL",C
1177736417998524416,estamos de luto por todos esos mexicanos que morirán en oaxaca antes de nacer. #noalaborto URL,C
1178005559896940544,creer ingenuamente q la USER es 1 institución d ayuda o q busca implementar políticas públicas para el bien común es como dejar al cuidado del filete al lobo. la onu vive de fondos d las mismas farmacéuticas q venden anticonceptivos y aborto es su negocio! #noalaborto,C
1178159762107752448,"en costa rica la USER de las baltodanos, USER abortista y la hija andan con la lesbiana de la quirós, ahora apoyados por una parte del frente amplio y el diputado villalta, por ahí están triangulando dinero$$$ para su campaña abortista #noalaborto URL",C
1178311324801085441,cuántas feminazis inadaptadas marcharon ayer en z.1 en favor del aborto? unas 20 exagerando... y cuántos marchamos el 02/09/18 en favor de la vida? acá dejo las imágenes como referencia; guatemala es #provida #noalaborto #28s URL,C
1178336425072308227,mensaje final. ✓ nacer pobre no es razón para matar a nadie. siempre se puede dar una oportunidad de ser feliz a los más necesitados. #noalaborto USER USER #ecuadoresprovida,C
1179212678751035397,"matar a un inocente, jamás puede ser un derecho. #noalaborto URL",C
1179527811717046273,"es lamentable 😕 pero la mujer q aborta y muere en el intento, comete suicidio (ya q nadie la obliga, sola decide esa práctica mortal) y homicidio a la vez. estos crímenes podemos evitar. salvemos las 2 vidas ya q sí existe una mejor opción 🙂💙💪 #salvemoslas2vidas #noalaborto",C
1183515663123529730,"el secretario general de la oea, luis almagro, promueve las agendas de género, aborto y homosexualismo. por ello, ee.uu. redujo su aporte a la oea en u$s 210.000 este año. almagro se postuló a la reelección. ongs pro-vida: ¡pidan a sus gobiernos que no lo voten! #noalaborto",C
1184989301907562496,"hoy, más que nunca, hay muchos que sentimos que, en democracia, un grupo minoritario no puede imponerse a la mayoría. USER USER. ojalá que se respete la voluntad de la mayoría de los ecuatorianos que nos oponemos al asesinato de bebés. #noalaborto URL",C
1186854027130277889,"esta portada le ganó a todas. se les cae la baba por la legalización del aborto, y escriben burradas cuando ven en peligro su negocio. lo correcto, según este medio, sería que la madre aborte, aunque ponga en riesgo su propia vida. 🤯 #noalaborto #salvemoslas2vidas URL",C
1187366680659451906,ironías de la vida #noalaborto #noalaborto URL,C
1187378530335756288,nos vemos en el plantón en defensa de la vida. #colombiaprovida #noalaborto URL,C
1187421700071264256,"un día me tocó ver morir un niño de 6 años, nada más triste que eso... bueno si, hay algo peor, verlos morir en el vientre de sus madres gracias al aborto criminal. #noalaborto #colombiaprovida",C
1187431808708894720,"todos los casos de mujeres que conocemos que se les ha ayudado y dado apoyo económico, moral y social y se han arrepentido del aborto, ahora están felices con sus hijos. fueron valientes diciendo sí a la vida #noalaborto #colombiaprovida #salvemoslas2vidas #unidosporlavida URL",C
1187436056003727367,#noalaborto la vida se debe respetar desde la concepción. USER USER URL,C
1187437101643644928,"nuestra pelea no es contra la mujer que ha abortado, sino contra el sistema perverso que la llevó a pensar que era la única opción. #colombiaprovida #noalaborto",C
1187440419296239616,"¡tú también debes exigir! marcha por el fin del aborto, ¡no faltes! #noalaborto URL",C
1187464921388175363,#noalaborto desde santa marta nos unimos a la lucha contra el aborto #colombiaprovida URL,C
1187481810244165636,"aunque para muchos no sea un ser humano, para los que tenemos fe y usamos la razón, cada uno sin importar la forma de ser concebido tiene derecho a una oportunidad; gracias a las mamás, verdaderas súper heroines de la vida y el amor. #aborto #noalaborto #corrupcion URL",C
1188037818569887748,"""defender el aborto es como defender la esclavitud."" gustavo bueno 📃 🇪🇸 #noalaborto URL",C
1188607356470349830,discurso de mujeres representantes de movimientos provida frente a palacio nacional en la cdmx #mexicoesprovida #noalaborto mira el video completo en el siguiente enlace. URL URL,C
1189166544577859584,"#hidalgoesprovida como polÍticos su deber es ver por el mexicano más indefenso como es en el q esta en el vientre de su madre,y no imponerles una dictadura de muerte, de q lado de la historia estarán del de la vida o el de los q dieron muerte #conabortonotevoto #noalaborto",C
1189245154613444613,"en #oaxaca el gobernador publicó la ley que promueve la muerte y en #nuevoleón el gobierno quiere obligar a los médicos a ser sicarios, vetando la #objecióndeconciencia. #noalaborto URL",C
1189301102010871822,"#noalaborto el 21.3.14, belén x, embarazada, fue al baño del hospital; su bebé nació y lo mató allí mismo. se probó que el bebé respiró antes de morir. la condenaron a 8 años de cárcel por filicidio. hoy publican el libro “somos belén”, donde la presentan como presa por aborto...",C
1189629425635213316,"estuvimos en el USER, vamos por políticas públicas a favor de la vida y la familia. #porlavidaylafamilia #noalaborto #objecióndeconciencia URL",C
1189960222539956224,si a la vida en hidalgo #hidalgoesprovida #noalaborto URL,C
1191705478931320832,"un padre nuestro, ave maría y gloria por todos los bebés que a diario son asesinados en el vientre de sus madres #noalaborto",C
1191839662299594758,#noalaborto la ley de aborto de irlanda obliga a los médicos objetores a derivar las clientas a un abortero ya hay 640 médicos que se han negado a hacer esas derivaciones. sólo el 5% de los 2.500 médicos irlandeses estaría dispuesto a abortar #salvemoslas2vidas #conabortonotevoto,C
1191960917677920256,terminamos el día asistiendo a la premier de USER tomando conciencia sobre el tema del aborto y muy buena charla de USER seguimos trabjando en pro de la vida. #noalaborto #monterrey #salvemoslas2vidas URL,C
1192279959168925696,"los legisladores de hidalgo pretenden en secreto aprobar ""fast track"" la despenalización del aborto y pasarlo sin más a aprobación del pleno, enorme traición al pueblo que democráticamente los eligió. denunciemos la corrupción! #noalaborto #abortoamenaza URL",C
1192906390647521282,¿por qué acabar con la vida de un inocente? ¿qué culpa tienen ellos? #noalaborto URL,C
1192956227715817472,"➡️ imagen real de un bebé de 9 semanas, víctima de un aborto espontáneo ocurrido en el hospital evita de berazategui en estos días. si bien no fue un aborto provocado, sirve para visualizar su humanidad. #noalaborto 💙💙💙 USER esto es lo que quiere proponer URL",C
